Query,SearchTerm,Kingdom,Phylum,Class,Order,Family,Genus,Species,EOL,NCBI,Wikipedia,IUCN,GBIF,ITIS,
CLOWN SUCKERMOUTH CATFISH,Clown suckermouth catfish,Metazoa,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,Hypostomus plecostomus,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=163991$retmode=xml,NA,NA,NA,,
PLECOSTOMUS CATFISH,Plecostomus catfish,Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Hypostomus,Hypostomus plecostomus,,,NA,NA,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164342,,
MONARCH FLYCATCHER,Monarch flycatcher,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Hypothymis,Hypothymis azurea,http://eol.org/api/hierarchy_entries/1.0.xml?id=52634110,NA,NA,NA,NA,,
TURKISH ROOK NEWT,Turkish rook newt,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Hypselotriton,Hypselotriton orientalis,,,NA,http://www.iucnredlist.org/details/59442/0,NA,,
TIGER STRIPED TREE FROG,Tiger striped tree frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Hypsiboas,Hypsiboas caingua,,,https://en.wikipedia.org/wiki/Striped_tree_frog,NA,NA,,
MAP TREE FROG,Map tree frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Hypsiboas,Hypsiboas geographicus,NA,NA,https://en.wikipedia.org/wiki/Map_tree_frog,NA,NA,,
CHACO LEAF FROG,Chaco leaf frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Hypsiboas,Hypsiboas raniceps,,,https://en.wikipedia.org/wiki/Chaco_tree_frog,NA,NA,,
ROSENBERG'S TREE FROG,Rosenberg's tree frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Hypsiboas,Hypsiboas rosenbergi,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=317346$retmode=xml,https://en.wikipedia.org/wiki/Rosenberg%27s_tree_frog,NA,NA,,
RED FROG,Red frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Hypsiboas,Hypsiboas rufitelus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52662176,NA,NA,NA,NA,,
NIGHT SNAKE,Night snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,Hypsiglena torquata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52584968,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=46305$retmode=xml,https://en.wikipedia.org/wiki/Night_snake,NA,NA,,
WEAVER,Weaver,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,Hypsiglena torquata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52584972,NA,NA,NA,NA,,
GULARIS,Gularis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,Hypsiglena torquata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52584980,NA,NA,NA,NA,,
DESERT NIGHT SNAKE,Desert night snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,Hypsiglena torquata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52584973,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=46305$retmode=xml,NA,NA,NA,,
ANGLE-HEADED DRAGON,Angle-headed dragon,Animalia,Chordata,Reptilia,Squamata,Agamidae,Hypsilurus,Hypsilurus macrolepis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52580250,NA,NA,NA,NA,,
WHITE-HEADED BULBUL,White-headed bulbul,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Hypsipetes,Hypsipetes thompsoni,http://eol.org/api/hierarchy_entries/1.0.xml?id=52632012,NA,https://en.wikipedia.org/wiki/White-headed_bulbul,NA,NA,,
DIAMOND TURBOT,Diamond turbot,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hypsopsetta,Hypsopsetta guttulata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52613713,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=320378$retmode=xml,https://en.wikipedia.org/wiki/Diamond_turbot,NA,NA,,
RAINBOW SURFPERCH,Rainbow surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Hypsurus,Hypsurus caryi,http://eol.org/api/hierarchy_entries/1.0.xml?id=52600800,NA,NA,NA,NA,,
GARIBALDI,Garibaldi,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,Hypsypops rubicundus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52595725,NA,NA,NA,NA,,
GIRABALDI,Girabaldi,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,Hypsypops rubicundus,,,NA,http://www.iucnredlist.org/details/183367/0,NA,,
GARIBALDI FISH,Garibaldi fish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,Hypsypops rubicundus,,,NA,http://www.iucnredlist.org/details/183367/0,NA,,
OLIVE BABOON,Olive baboon,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Hysterocrates,Hysterocrates scepticus,http://eol.org/api/hierarchy_entries/1.0.xml?id=51595529,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9555$retmode=xml,https://en.wikipedia.org/wiki/Olive_baboon,NA,NA,,
AFRICAN PORCUPINE,African porcupine,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix africaeaustralis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52572899,NA,https://en.wikipedia.org/wiki/African_porcupine,NA,NA,,
CAPE PORCUPINE,Cape porcupine,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix africaeaustralis,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=10138$retmode=xml,https://en.wikipedia.org/wiki/Cape_porcupine,NA,NA,,
CRESTED PORCUPINE,Crested porcupine,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix cristata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52572900,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=10137$retmode=xml,https://en.wikipedia.org/wiki/Crested_porcupine,NA,NA,,
AFRICAN CRESTED PORCUPINE,African crested porcupine,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix cristata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52572900,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=10137$retmode=xml,NA,NA,NA,,
ASIAN CRESTED PORCUPINE,Asian crested porcupine,Metazoa,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix cristata,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=10137$retmode=xml,NA,NA,NA,,
AFRICAN CRESTED PROCUPINE,African crested procupine,Metazoa,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix cristata,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=10137$retmode=xml,NA,NA,NA,,
INDIAN CRESTED PORCUPINE,Indian crested porcupine,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix indica,http://eol.org/api/hierarchy_entries/1.0.xml?id=52572901,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=10137$retmode=xml,https://en.wikipedia.org/wiki/Indian_crested_porcupine,NA,NA,,
African Crested Porcupine,African crested porcupine,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix cristata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52572900,NA,NA,NA,NA,,
African Crested Porcupine,African crested porcupine,Metazoa,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,Hystrix cristata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52572900,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=10137$retmode=xml,NA,NA,NA,,
ROCK LIZARD,Rock lizard,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Iberolacerta,Iberolacerta monticola,http://eol.org/api/hierarchy_entries/1.0.xml?id=52579766,NA,NA,NA,NA,,
SPOTFIN SCULPIN,Spotfin sculpin,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Icelinus,Icelinus tenuis,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=433394$retmode=xml,NA,NA,NA,,
BULLDOG,Bulldog,Animalia,Chordata,Actinopterygii,Stomiiformes,Phosichthyidae,Ichthyococcus,Ichthyococcus irregularis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52606845,NA,NA,NA,NA,,
YELLOW-STRIPED CAECILIAN,Yellow-striped caecilian,Animalia,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis beddomei,http://eol.org/api/hierarchy_entries/1.0.xml?id=52665091,NA,https://en.wikipedia.org/wiki/Yellow-striped_caecilian,NA,NA,,
YELLOW STRIPED CAECILIAN,Yellow striped caecilian,Animalia,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis beddomei,http://eol.org/api/hierarchy_entries/1.0.xml?id=52665091,NA,NA,NA,NA,,
YELLOW CAECILLAN,Yellow caecillan,Animalia,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis nigroflavus,,,NA,http://www.iucnredlist.org/details/59604/0,NA,,
YELLOW CAECILIAN,Yellow caecilian,Animalia,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis pseudangularis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52665112,NA,NA,NA,NA,,
ALPINE NEWT,Alpine newt,Metazoa,Chordata,Amphibia,Caudata,Salamandridae,Ichthyosaura,Ichthyosaura alpestris,http://eol.org/api/hierarchy_entries/1.0.xml?id=57417300,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=54263$retmode=xml,https://en.wikipedia.org/wiki/Alpine_newt,NA,NA,,
BULLHEAD CATFISH,Bullhead catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus,Ictalurus furcatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52609209,NA,NA,NA,NA,,
GRACEFUL CATFISH,Graceful catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus,Ictalurus punctatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52609208,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=71179$retmode=xml,NA,NA,NA,,
CHANNEL CATFISH,Channel catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus,Ictalurus punctatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52609208,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=7998$retmode=xml,https://en.wikipedia.org/wiki/Channel_catfish,NA,NA,,
ALBINO CHANNEL CATFISH,Albino channel catfish,Metazoa,Chordata,Actinopteri,Siluriformes,Ictaluridae,Ictalurus,Ictalurus punctatus,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=7998$retmode=xml,NA,NA,NA,,
THREAD-FINNED CATFISH,Thread-finned catfish,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ictalurus,Ictalurus punctatus,,,NA,NA,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=163998,,
PEPPERED CATFISH,Peppered catfish,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ictalurus,Ictalurus punctatus,,,NA,NA,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=163998,,
Channel Catfish,Channel catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus,Ictalurus punctatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52609208,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=7998$retmode=xml,https://en.wikipedia.org/wiki/Channel_catfish,NA,NA,,
BALTIMORE ORIOLE,Baltimore oriole,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus galbula,http://eol.org/api/hierarchy_entries/1.0.xml?id=52635062,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=105513$retmode=xml,https://en.wikipedia.org/wiki/Baltimore_oriole,NA,NA,,
NORTHERN ORIOLE,Northern oriole,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus galbula,http://eol.org/api/hierarchy_entries/1.0.xml?id=52635062,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=105513$retmode=xml,https://en.wikipedia.org/wiki/Northern_oriole,NA,NA,,
ORIOLE,Oriole,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus gularis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52635043,NA,NA,NA,NA,,
TROUPIAL/ORIOLE,Troupial,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus icterus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52635071,NA,NA,NA,NA,,
TROUPIAL ,Troupial,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus icterus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52635071,NA,NA,NA,NA,,
TROUPIAL  ,Troupial,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus icterus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52635071,NA,NA,NA,NA,,
TROUPIAL,Troupial,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus icterus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52635071,NA,NA,NA,NA,,
TRUPIAL,Trupial,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus parisorum,http://eol.org/api/hierarchy_entries/1.0.xml?id=52635061,NA,NA,NA,NA,,
SPOT-BREASTED ORIOLE,Spot-breasted oriole,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus pectoralis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52635032,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=105520$retmode=xml,https://en.wikipedia.org/wiki/Spot-breasted_oriole,NA,NA,,
13-LINED GROUND SQUIRREL,13-lined ground squirrel,Animalia,Na,Mammalia,Rodentia,Sciuridae,Ictidomys,Ictidomys tridecemlineatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=56386539,NA,https://en.wikipedia.org/wiki/13-lined_ground_squirrel,NA,NA,,
MISSISSIPPI KITE,Mississippi kite,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,Ictinia mississippiensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52648660,NA,https://en.wikipedia.org/wiki/Mississippi_kite,NA,NA,,
BLACK BUFFALO FISH,Black buffalo fish,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Ictiobus,Ictiobus niger,,,https://en.wikipedia.org/wiki/Black_buffalo,NA,NA,,
RIBBON DRAGON,Ribbon dragon,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Idiacanthus,Idiacanthus fasciola,,,NA,NA,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=162300,,
SHORT-TAILED FINCH,Short-tailed finch,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Idiopsar,Idiopsar brachyurus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52638351,NA,https://en.wikipedia.org/wiki/Short-tailed_finch,NA,NA,,
WEST INDIAN IGUANA,West indian iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana delicatissima,http://eol.org/api/hierarchy_entries/1.0.xml?id=52591601,NA,NA,NA,NA,,
GREEN IGUANA ,Green iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana,http://eol.org/api/hierarchy_entries/1.0.xml?id=52591602,NA,https://en.wikipedia.org/wiki/Green_iguana,NA,NA,,
GREEN IGUANA,Green iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana,http://eol.org/api/hierarchy_entries/1.0.xml?id=52591602,NA,https://en.wikipedia.org/wiki/Green_iguana,NA,NA,,
LEGUAN,Leguan,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana,http://eol.org/api/hierarchy_entries/1.0.xml?id=52591602,NA,NA,NA,NA,,
COMMON GREEN IGUANA,Common green iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana,NA,NA,https://en.wikipedia.org/wiki/Common_green_iguana,NA,NA,,
CONE-HEADED IGUANA,Cone-headed iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana,,,https://en.wikipedia.org/wiki/Green_iguana,NA,NA,,
THREE YEAR OLD IGUANA,Three year old iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana,,,https://en.wikipedia.org/wiki/Green_iguana,NA,NA,,
CONEHEADED IGUANA,Coneheaded iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana,,,https://en.wikipedia.org/wiki/Green_iguana,NA,NA,,
WILD IGUANA,Wild iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana,,,https://en.wikipedia.org/wiki/Green_iguana,NA,NA,,
CONE HEADED IGUANA,Cone headed iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana,,,https://en.wikipedia.org/wiki/Green_iguana,NA,NA,,
PREHENSILE TAILED IGUANA ,Prehensile tailed iguana,Metazoa,Chordata,Na,Squamata,Iguanidae,Iguana,Na,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8516$retmode=xml,NA,NA,NA,,
PREHENSILE TAILED IGUANA,Prehensile tailed iguana,Metazoa,Chordata,Na,Squamata,Iguanidae,Iguana,Na,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8516$retmode=xml,NA,NA,NA,,
PREHENSILE-TAILED IGUANA,Prehensile-tailed iguana,Metazoa,Chordata,Na,Squamata,Iguanidae,Iguana,Na,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8516$retmode=xml,NA,NA,NA,,
DESERT IGUANA 96-07,Desert iguana 96-07,Metazoa,Chordata,Na,Squamata,Iguanidae,Iguana,Na,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8516$retmode=xml,NA,NA,NA,,
Iguana,Iguana,Metazoa,Chordata,Na,Squamata,Iguanidae,Iguana,Na,http://eol.org/api/hierarchy_entries/1.0.xml?id=52614348,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8516$retmode=xml,NA,NA,NA,,
GOODEID,Goodeid,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Ilyodon,Ilyodon furcidens,http://eol.org/api/hierarchy_entries/1.0.xml?id=52619273,NA,NA,NA,NA,,
BLUNT HEADED TREE SNAKE,Blunt headed tree snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Imantodes,Imantodes cenchoa,NA,NA,https://en.wikipedia.org/wiki/Blunt_headed_tree_snake,NA,NA,,
SONORAN DESERT TOAD,Sonoran desert toad,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius alvarius,http://eol.org/api/hierarchy_entries/1.0.xml?id=52664484,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=1983353$retmode=xml,https://en.wikipedia.org/wiki/Sonoran_desert_toad,NA,NA,,
COLORADO TIVER TOAD,Colorado tiver toad,Metazoa,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius alvarius,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=30324$retmode=xml,NA,NA,NA,,
COLORADO RIVER TOAD,Colorado river toad,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius alvarius,http://eol.org/api/hierarchy_entries/1.0.xml?id=52664484,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=30324$retmode=xml,NA,NA,NA,,
RIVER TOAD,River toad,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius alvarius,http://eol.org/api/hierarchy_entries/1.0.xml?id=52664484,NA,NA,NA,NA,,
SURINAM DWARF TOAD,Surinam dwarf toad,Metazoa,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius canaliferus,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=302545$retmode=xml,NA,NA,NA,,
CLIMBING TOAD,Climbing toad,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius coniferus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52664491,NA,NA,NA,NA,,
EVERGREEN TOAD,Evergreen toad,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius coniferus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52664491,NA,https://en.wikipedia.org/wiki/Evergreen_toad,NA,NA,,
CRESTED TOAD,Crested toad,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius cristatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52664492,NA,https://en.wikipedia.org/wiki/Crested_toad,NA,NA,,
GULF COAST TOAD,Gulf coast toad,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius nebulifer,http://eol.org/api/hierarchy_entries/1.0.xml?id=52664505,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=138085$retmode=xml,NA,NA,NA,,
GOLD COAST TOAD,Gold coast toad,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius valliceps,,,https://en.wikipedia.org/wiki/Gulf_Coast_toad,NA,NA,,
Black Spine Toad,Black spine toad,Metazoa,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius occidentalis,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=302547$retmode=xml,NA,NA,NA,,
ELONGATED TORTOISE ,Elongated tortoise,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Indotestudo,Indotestudo elongata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52578681,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=74920$retmode=xml,https://en.wikipedia.org/wiki/Elongated_tortoise,NA,NA,,
ELONGATED TORTOISE,Elongated tortoise,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Indotestudo,Indotestudo elongata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52578681,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=74920$retmode=xml,https://en.wikipedia.org/wiki/Elongated_tortoise,NA,NA,,
FORSTEN'S TORTOISE,Forsten's tortoise,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Indotestudo,Indotestudo forstenii,NA,NA,https://en.wikipedia.org/wiki/Forsten%27s_tortoise,NA,NA,,
FORSTEIN'S TORTOISE,Forstein's tortoise,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Indotestudo,Indotestudo forstenii,,,NA,http://www.iucnredlist.org/details/10825/0,NA,,
SULAWESI TORTOISE,Sulawesi tortoise,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Indotestudo,Indotestudo forstenii,,,https://en.wikipedia.org/wiki/Forsten%27s_tortoise,NA,NA,,
AMAZON DOLPHIN,Amazon dolphin,Animalia,Chordata,Mammalia,Cetacea,Iniidae,Inia,Inia geoffrensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52576249,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9725$retmode=xml,https://en.wikipedia.org/wiki/Amazon_dolphin,NA,NA,,
RAZORFISH,Razorfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Iniistius,Iniistius pavo,http://eol.org/api/hierarchy_entries/1.0.xml?id=52598044,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=270546$retmode=xml,NA,NA,NA,,
RAZOR FISH,Razor fish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Iniistius,Iniistius umbrilatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52598050,NA,NA,NA,NA,,
WRASSE FISH,Wrasse fish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Iniistius,Iniistius umbrilatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52598050,NA,NA,NA,NA,,
STONEFISH,Stonefish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Synanceiidae,Inimicus,Inimicus sinensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52611291,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=51996$retmode=xml,NA,NA,NA,,
BLUE ANGEL,Blue angel,Viridiplantae,Streptophyta,Na,Solanales,Solanaceae,Iochroma,Iochroma australe,http://eol.org/api/hierarchy_entries/1.0.xml?id=57254327,NA,NA,NA,NA,,
FAIRY BLUEBIRD,Fairy bluebird,Animalia,Chordata,Aves,Passeriformes,Irenidae,Irena,Irena cyanogaster,http://eol.org/api/hierarchy_entries/1.0.xml?id=52634976,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=175120$retmode=xml,NA,NA,NA,,
BLUE-BACKED FAIRY BLUEBIRD,Blue-backed fairy bluebird,Animalia,Chordata,Aves,Passeriformes,Irenidae,Irena,Irena puella,http://eol.org/api/hierarchy_entries/1.0.xml?id=52634977,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=175120$retmode=xml,NA,NA,NA,,
BLUE BACKED FAIRY BLUEBIRD,Blue backed fairy bluebird,Animalia,Chordata,Aves,Passeriformes,Irenidae,Irena,Irena puella,http://eol.org/api/hierarchy_entries/1.0.xml?id=52634977,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=175120$retmode=xml,NA,NA,NA,,
SAN FRANCISCO TOAD,San francisco toad,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,Ischnura gemina,,,NA,http://www.iucnredlist.org/details/10858/0,NA,,
KLIPSPRINGER,Klipspringer,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Istiblennius,Istiblennius edentulus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52604383,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=66444$retmode=xml,https://en.wikipedia.org/wiki/Klipspringer,NA,NA,,
